Timestamp,10.06.2023:14:27:45
Scans in Average,1
Termination,10000
V_RMS(V),0.191456494671134
V_DC (V),0.19144172668457
RMS_Noise %,1.61809803733524
Frequency (Hz), Mag^2 (V^2 / Hz), PSD (dBV^2 / Hz), RIN (dBc / Hz), Integrated Volts RMS, Integrated RIN (%RMS) 
876.1883,3.5477908871447E-13,-124.500419616699,-110.141822814941,0.00167267608368307,0.873658575310408
882.1487,5.17441852328678E-12,-112.861381530762,-98.5027847290039,0.00167268100939065,0.873661148065951
888.1092,1.09350681304932E-11,-109.611785888672,-95.2531890869141,0.00167269536050792,0.873668643824863
894.0697,9.79616617163022E-12,-110.08943939209,-95.730842590332,0.00167271382891158,0.873678290091338
900.0302,1.6289931954816E-12,-117.880805969238,-103.52220916748,0.00167272400681438,0.873683606130795
905.9906,1.10781528443719E-12,-119.555328369141,-105.196731567383,0.00167272644484301,0.873684879542091
911.951,1.87646504491568E-11,-107.266593933105,-92.9079971313477,0.00167274414770716,0.873694125958194
917.9115,1.41351654504736E-11,-108.496994018555,-94.1383895874023,0.00167277345523222,0.873709433626451
923.872,3.25013184919953E-12,-114.880989074707,-100.522392272949,0.0016727889422013,0.873717522654252
929.8325,6.49566257682939E-12,-111.873764038086,-97.5151672363281,0.00167279762368534,0.873722057096428
935.7929,1.30180277240773E-11,-108.854545593262,-94.4959487915039,0.00167281500620582,0.873731136193228
941.7534,2.74458403388659E-11,-105.615234375,-91.2566375732422,0.00167285105064307,0.873749962630697
947.7139,3.80532753964265E-11,-104.196083068848,-89.8374786376953,0.00167290939375516,0.873780435930745
953.6743,6.9343081365029E-12,-111.589965820313,-97.2313690185547,0.00167294946511178,0.87380136567601
959.6348,6.27173236959303E-13,-122.026123046875,-107.667526245117,0.00167295620018298,0.87380488348365
965.5952,1.05040613561869E-12,-119.786430358887,-105.427825927734,0.00167295769441251,0.87380566393747
971.5557,2.91593993703524E-12,-115.352210998535,-100.993614196777,0.00167296122729047,0.873807509201568
977.5162,2.99886257077257E-12,-115.230430603027,-100.87183380127,0.00167296649561706,0.873810260911089
983.4766,1.37915136292577E-11,-108.603881835938,-94.2452850341797,0.0016729814507488,0.873818072153936
989.4371,1.27542011129359E-11,-108.943466186523,-94.5848693847656,0.00167300509489721,0.873830421773336
995.3976,1.42279453575611E-11,-108.468574523926,-94.109977722168,0.00167302912718487,0.873842974122472
1001.358,8.6653473166128E-12,-110.622138977051,-96.263542175293,0.00167304951736737,0.873853624156848
1007.318,8.53768627469738E-12,-110.686599731445,-96.3280029296875,0.00167306483928963,0.873861626978738
1013.279,6.93094295759996E-12,-111.592079162598,-97.2334823608398,0.00167307861634077,0.8738688228961
1019.239,5.5786978919059E-12,-112.53466796875,-98.1760711669922,0.001673089758016,0.873874642325337
1025.2,1.85778023054202E-11,-107.31005859375,-92.9514617919922,0.00167311127272265,0.873885879712026
1031.16,4.53191871444384E-11,-103.43717956543,-89.0785827636719,0.00167316817991857,0.873915603016018
1037.121,2.13139581804474E-11,-106.713356018066,-92.3547592163086,0.00167322752189638,0.873946598035496
1043.081,2.8074107831344E-12,-115.516937255859,-101.158340454102,0.00167324900332524,0.873957818040799
1049.042,3.35121061652899E-12,-114.747985839844,-100.389381408691,0.00167325448787803,0.87396068268783
1055.002,1.10240032275518E-12,-119.576606750488,-105.21800994873,0.00167325845402463,0.873962754253281
1060.963,4.62191551923752E-11,-103.351783752441,-88.9931793212891,0.00167330059547864,0.873984765234987
1066.923,4.19364186624686E-11,-103.774085998535,-89.4154891967773,0.00167337909818422,0.874025768130038
1072.884,9.23913127432267E-12,-110.343688964844,-95.9850921630859,0.00167342466841898,0.874049570004627
1078.844,2.22690112423152E-12,-116.522987365723,-102.164390563965,0.00167343487860296,0.874054902904932
1084.805,1.57360189283888E-11,-108.031051635742,-93.6724548339844,0.00167345087363248,0.87406325729873
1090.765,3.29917529597878E-12,-114.815948486328,-100.45735168457,0.00167346782329855,0.874072110310532
1096.725,2.31762292484442E-11,-106.349571228027,-91.9909744262695,0.00167349139772744,0.874084423514602
1102.686,3.14874667674303E-11,-105.018623352051,-90.660026550293,0.00167354007073624,0.874109846004907
1108.646,1.9980000021557E-11,-106.994041442871,-92.6354446411133,0.00167358589650217,0.874133781346461
1114.607,1.31268613040447E-11,-108.818389892578,-94.4597930908203,0.00167361537363094,0.87414917760075
1120.567,5.66599502538641E-12,-112.467239379883,-98.108642578125,0.00167363210620906,0.874157917224938
1126.528,2.88074929267168E-11,-105.404945373535,-91.0463485717773,0.00167366279927318,0.874173948576694
1132.488,5.62642142176628E-11,-102.497680664063,-88.1390762329102,0.00167373853945774,0.874213508574223
1138.449,1.18696379164855E-11,-109.25562286377,-94.8970260620117,0.00167379919723036,0.874245190848947
1144.409,1.0825942736119E-11,-109.655342102051,-95.296745300293,0.00167381940201952,0.874255744050181
1150.37,2.60857430597146E-11,-105.835968017578,-91.4773712158203,0.00167385226220576,0.874272907315551
1156.33,4.01853118091822E-12,-113.959327697754,-99.6007308959961,0.0016738790616978,0.874286905008383
1162.291,6.60785318662723E-12,-111.799392700195,-97.4407958984375,0.00167388852143818,0.874291845943085
1168.251,9.30697346727053E-12,-110.311912536621,-95.9533157348633,0.0016739026889161,0.874299245784988
1174.212,1.32409545282523E-12,-118.780807495117,-104.422210693359,0.00167391215288695,0.874304188929314
1180.172,7.80275945241253E-12,-111.077514648438,-96.7189178466797,0.00167392027757006,0.874308432547752
1186.132,1.44033450245236E-12,-118.415367126465,-104.056770324707,0.00167392850568843,0.874312730191654
1192.093,4.89453358265261E-12,-113.102890014648,-98.7442855834961,0.00167393414490716,0.874315675622542
1198.053,1.36432563886046E-11,-108.650817871094,-94.2922210693359,0.00167395064690209,0.874324294810396
1204.014,4.89367358386517E-11,-103.103652954102,-88.7450485229492,0.00167400635324267,0.874353390893385
1209.974,1.18460723509391E-11,-109.264259338379,-94.9056549072266,0.00167406045802343,0.874381650462669
1215.935,1.68953680743774E-11,-107.722320556641,-93.3637237548828,0.0016740860416418,0.874395013090255
1221.895,2.93663640817006E-11,-105.321495056152,-90.9628982543945,0.00167412721893307,0.874416520478309
1227.856,3.5306541249156E-11,-104.521446228027,-90.1628494262695,0.00167418478220195,0.874446586456997
1233.816,6.99238044520219E-11,-101.553749084473,-87.1951522827148,0.00167427844011159,0.874495505095041
1239.777,3.38536594063044E-11,-104.703941345215,-90.345344543457,0.00167437079978546,0.874543745649129
1245.737,6.6514367548128E-12,-111.770843505859,-97.4122467041016,0.00167440684705318,0.874562573564988
1251.698,6.49376213550568E-11,-101.875038146973,-87.5164413452148,0.00167447055540888,0.874595849195468
1257.658,3.89077203969161E-11,-104.099639892578,-89.7410430908203,0.00167456296488797,0.874644115763414
1263.618,8.58347086856763E-12,-110.663368225098,-96.3047714233398,0.00167460522446077,0.874666188439966
1269.579,1.58083904534578E-11,-108.011123657227,-93.6525268554688,0.00167462692935037,0.874677525161469
1275.539,5.629095248878E-12,-112.495613098145,-98.1370162963867,0.00167464600469111,0.874687488438387
1281.5,2.82459465476374E-12,-115.490440368652,-101.131843566895,0.00167465352682954,0.874691417340582
1287.46,2.05712713068351E-13,-126.867385864258,-112.5087890625,0.00167465622320499,0.87469282568949
1293.421,3.40249117774268E-12,-114.682029724121,-100.323432922363,0.00167465943378862,0.874694502615435
1299.381,1.36618719746669E-11,-108.644897460938,-94.2863006591797,0.00167467461759359,0.874702433297021
1305.342,4.93362142393986E-11,-103.068344116211,-88.7097473144531,0.00167473067185715,0.874731711104317
1311.302,3.26099588225285E-11,-104.866500854492,-90.5078964233398,0.00167480358438305,0.874769794182158
1317.263,2.58502957876772E-12,-115.875343322754,-101.516746520996,0.00167483489790274,0.874786149605222
1323.223,4.44649951532483E-12,-113.519821166992,-99.1612167358398,0.00167484115389159,0.874789417182467
1329.184,6.74990859503547E-12,-111.707023620605,-97.3484268188477,0.00167485111534724,0.874794620169009
1335.144,4.01864759624004E-11,-103.959197998047,-89.6006011962891,0.00167489287405143,0.874816431235932
1341.104,5.10242984940608E-11,-102.922225952148,-88.5636291503906,0.00167497402013969,0.874858814801141
1347.065,5.85265069579085E-12,-112.326477050781,-97.9678726196289,0.0016750246189912,0.874885243181955
1353.025,5.6660051147143E-12,-112.467231750488,-98.1086349487305,0.0016750348660276,0.874890595330716
1358.986,1.19743364242216E-11,-109.217483520508,-94.85888671875,0.00167505055881549,0.874898791860123
1364.946,1.64619918602208E-12,-117.835174560547,-103.476577758789,0.00167506267574525,0.87490512067638
1370.907,1.22834757591287E-11,-109.106788635254,-94.7481918334961,0.00167507506734322,0.874911592955106
1376.867,4.74944051044683E-12,-113.233573913574,-98.8749771118164,0.00167509021940645,0.874919507057602
1382.828,1.74315258239706E-11,-107.586647033691,-93.2280502319336,0.00167510995084289,0.874929813021094
1388.788,7.07947571451465E-12,-111.499992370605,-97.1413879394531,0.00167513175472942,0.874941201449866
1394.749,8.19947260121505E-12,-110.862144470215,-96.5035400390625,0.00167514534605229,0.874948300359147
1400.709,1.61256284142534E-11,-107.924835205078,-93.5662384033203,0.00167516698411391,0.874959602175606
1406.67,1.81616454695662E-11,-107.408447265625,-93.0498504638672,0.00167519748404045,0.874975532649309
1412.63,1.37719403331478E-11,-108.610046386719,-94.2514495849609,0.00167522588918442,0.87499036899321
1418.591,5.12125591437022E-12,-112.906234741211,-98.5476379394531,0.00167524269458551,0.874999146653703
1424.551,1.36319501325488E-11,-108.654418945313,-94.2958221435547,0.00167525937529933,0.87500785918855
1430.511,3.13617909948031E-11,-105.035987854004,-90.6773910522461,0.00167529939592387,0.875028762435842
1436.472,2.44233865911762E-11,-106.121940612793,-91.7633438110352,0.00167534901388993,0.875054678488545
1442.432,1.88453930119673E-11,-107.247947692871,-92.8893508911133,0.00167538749816983,0.875074779284793
1448.393,1.86911830678582E-11,-107.283630371094,-92.9250335693359,0.00167542088337574,0.875092216774165
1454.353,3.02813605715831E-11,-105.188247680664,-90.8296508789063,0.00167546443878444,0.875114966281191
1460.314,7.37732027967771E-11,-101.321014404297,-86.9624176025391,0.00167555698141028,0.875163302393264
1466.274,1.05695985257626E-10,-99.7594146728516,-85.4008178710938,0.00167571657998708,0.875246662624565
1472.235,3.293227404356E-11,-104.823783874512,-90.4651870727539,0.00167583984908866,0.875311047539685
1478.195,1.00826262496412E-12,-119.964263916016,-105.605667114258,0.0016758700278411,0.875326810260346
1484.156,1.35369831696153E-11,-108.684783935547,-94.3261795043945,0.00167588296080473,0.875333565300776
1490.116,1.73036319514116E-12,-117.618629455566,-103.260032653809,0.0016758965357196,0.875340655639968
1496.077,9.65645692000786E-12,-110.151824951172,-95.7932205200195,0.00167590666020471,0.875345943778729
1502.037,2.63939844444394E-12,-115.784950256348,-101.42635345459,0.00167591759310526,0.875351654162475
1507.998,2.13912005225817E-11,-106.697647094727,-92.3390502929688,0.0016759389593485,0.875362814004966
1513.958,8.61386302858591E-12,-110.648017883301,-96.289421081543,0.00167596563726436,0.875376748197121
1519.918,5.91026619076729E-13,-122.28392791748,-107.925331115723,0.00167597382137359,0.875381022854526
1525.879,5.73394393237929E-12,-112.415466308594,-98.0568695068359,0.0016759794449105,0.875383960094609
1531.839,2.57590863232811E-11,-105.890693664551,-91.532096862793,0.00167600744511064,0.875398584931541
1537.8,8.31750531991323E-12,-110.800071716309,-96.4414749145508,0.00167603774180754,0.875414409255992
1543.76,4.19351388700306E-12,-113.774215698242,-99.4156188964844,0.00167604886492329,0.875420218991394
1549.721,5.96482267913719E-12,-112.244026184082,-97.8854293823242,0.00167605789629573,0.875424936184434
1555.681,1.42912349353234E-11,-108.44930267334,-94.090705871582,0.00167607590537332,0.875434342539449
1561.642,3.2440610229969E-11,-104.889106750488,-90.5305099487305,0.00167611745172228,0.875456042690721
1567.602,2.6189008106788E-11,-105.818809509277,-91.4602127075195,0.0016761695741778,0.875483266868
1573.563,1.14558287896216E-11,-109.409736633301,-95.051139831543,0.00167620304004877,0.875500746489688
1579.523,5.7898120333751E-12,-112.373352050781,-98.0147552490234,0.00167621837102208,0.875508754039047
1585.484,2.22483339409033E-11,-106.52702331543,-92.1684265136719,0.00167624329598198,0.875521772641497
1591.444,1.81079904238383E-11,-107.421295166016,-93.0626983642578,0.00167627917073367,0.875540510450182
1597.405,2.91983791006108E-12,-115.346412658691,-100.987815856934,0.00167629786349875,0.875550273903291
1603.365,3.76294134184718E-12,-114.244728088379,-99.8861312866211,0.00167630380401455,0.875553376705216
1609.325,1.89425928207735E-12,-117.225608825684,-102.867004394531,0.00167630883284739,0.875556003324306
1615.286,4.54620574600995E-12,-113.42350769043,-99.0649108886719,0.00167631455792597,0.875558993600814
1621.246,1.67723388100664E-11,-107.754066467285,-93.3954620361328,0.00167633350833469,0.875568891624249
1627.207,2.7308069790403E-11,-105.637092590332,-91.2784957885742,0.00167637269146338,0.87558935743752
1633.167,1.21317056861396E-12,-119.160781860352,-104.802185058594,0.00167639804354055,0.875602599128388
